OBJECTID,quadrat,tag,StemTag,lx,ly,dbh_2018,hom,codes_2018,status_2018,status_2022,comment_2022,mortality,census_status,dbh_2023,status_2023,codes_2023,code_choices,notes_2023,DBH check,living_status,crown_position,crown_intact,crown_living,fad,fad_choices,liana_load,lean_angle,wounded_main_stem,rotting_trunk,canker_swelling_deformity,dead_with_resprout,crown_check,GlobalID,CreationDate,Creator,EditDate,Editor,species,dbh_2018_mm,numeric_tag,hom_alert,lean_direction
3419,0307,30338,3,6.7,1.5,3.8,1.3,S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,70986efc-4473-4936-983a-2c823ff7bbc4,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,38,,,
3420,0307,30338,4,6.7,1.5,,,DC;WR,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,3c431b22-d76e-4ceb-a19d-13af6df8716a,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
3421,0307,30338,5,6.7,1.5,1.6,1.3,S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,50d1281c-fc88-45a2-88bc-4b22d0a849cb,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,16,,,
3422,0307,30338,6,6.7,1.5,1.4,1.3,S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,6c8cfdad-be2e-4878-9233-56ca53b8b637,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,14,,,
3423,0307,30338,7,6.7,1.5,1.2,1.3,S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,d52e659f-6786-4539-843e-79147d229a0f,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,12,,,
3424,0307,30339,2,8.6,4.1,53.9,1.3,S,alive,A,,1,0,,,,,,,,,,,,,,,,,,,,e2392813-6942-4dfe-a989-b09f01f3962d,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,539,,,
3425,0307,30339,3,8.6,4.1,16,1.3,S,alive,A,,1,0,,,,,,,,,,,,,,,,,,,,388b3732-ef8f-4fd2-bff4-9b7da6fe0266,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,160,,,
3426,0307,30339,4,8.6,4.1,1.6,1.3,S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,a1632e32-a5a5-43ac-a30a-164d0e332984,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,16,,,
3427,0307,30340,2,4,0.7,2.5,1.6,A;M;I,alive,,,0,0,,,,,,,,,,,,,,,,,,,,15cf495d-4f99-4c23-85ea-cd8411e27359,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,25,,,
3428,0308,30357,2,4.4,6.9,2.6,1.3,S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,3655010c-c8da-4b56-bc08-0839b205e8c3,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,26,,,
3429,0307,30362,2,12.8,17.1,11,1.3,S,alive,AU,,1,0,,,,,,,,,,,,,,,,,,,,499da1b4-3e74-4771-8aea-840a609cab74,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,110,,,
3430,0307,30362,3,12.8,17.1,3.9,1.3,S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,6ed5b174-c5ed-44b3-a0b7-a28e69a45b93,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,39,,,
3431,0307,30362,4,12.8,17.1,1.4,1.3,S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,a876a11c-6f23-4c4d-833b-d54998d51048,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,14,,,
3432,0307,30362,5,12.8,17.1,1.2,1.3,S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,0309f7ec-6501-40f4-85ee-f4c49d3e9df0,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,12,,,
3433,0307,30363,2,10.3,18.6,15.6,1.3,S,alive,A,,1,0,,,,,,,,,,,,,,,,,,,,76614248-b794-43f4-959f-7aed563f82ee,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,156,,,
3434,0308,30367,2,18,0.6,3.2,1.3,S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,3c107066-93b2-47d3-8342-e2bd68428381,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,32,,,
3435,0308,30367,3,18,0.6,,,DC,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,f0efefba-e562-4c82-bbd4-7d62c4e4ac24,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
3436,0308,30369,2,19.8,6.6,7,1.3,S,alive,,"stem not sampled, info automatically filled from previous year info",0,0,,,,,,,,,,,,,,,,,,,,fb3656be-6ba4-4ca5-b9a2-a7a590d9e679,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,70,,,
3437,0308,30371,2,10.7,6.2,1.4,1.3,DS;WR,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,5a0f2161-f337-4699-a63f-80f9814eda99,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,14,,,
3438,0308,30372,2,0.6,12,,,DN,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,f013d233-8fa7-4678-8916-64dc6e5c4b45,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
3439,0308,30372,3,0.6,12,,,DN,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,defd645e-7863-406e-b1cb-db50a5782717,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
3440,0308,30372,4,0.6,12,,,DN,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,ad3c4123-4d4f-4414-8833-8a9c1e3a03e4,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
3441,0308,30372,5,0.6,12,,,DN,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,85db36eb-4c23-4a6d-bb9e-c3c7371f6aab,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
3442,0308,30374,2,3.9,14,,,DC,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,4d7ca5d3-303a-4f27-98bd-d3d377edc22a,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
3443,0308,30382,2,12.6,13.7,,,DS;R,broken below,,,0,0,,,,,,,,,,,,,,,,,,,,8f7c3e43-2f89-4f7e-aa06-7adfd85c2776,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
3444,0308,30382,3,12.6,13.7,1.8,1.3,DS;WR,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,68b26944-8615-4126-9d86-5d828eb15f91,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,18,,,
3445,0308,30382,4,12.6,13.7,1.9,1.3,DS;WR,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,2355b3dc-7674-43aa-9442-36781db91ca3,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,19,,,
3446,0308,30382,5,12.6,13.7,1.1,1.3,DS;WR,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,bc898f13-2fdd-4076-acd7-c7e12a157eb5,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,11,,,
3447,0308,30384,2,19.7,17.8,,,DN,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,eea14d30-bb19-49aa-a885-fa0c927c9317,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
3448,0308,30384,3,19.7,17.8,,,DN,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,f4e31b69-f21d-4b21-9d05-b9cea4316907,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
3449,0308,30384,4,19.7,17.8,,,DN,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,79da3e4d-ccab-40bb-8430-e1b7dba986f9,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
3450,0308,30384,5,19.7,17.8,,,DN,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,41a2480f-9162-4c7c-abf4-ca254300a9ec,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
3451,0308,30384,6,19.7,17.8,,,DN,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,d9eca387-97bc-43cf-a6ba-2753d573f6ea,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
3452,0309,30387,2,19.2,6.2,2.2,1.3,S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,230d0656-6b80-4c3b-956f-925f5f43dd70,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,22,,,
3453,0309,30387,3,19.2,6.2,1,1.3,S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,cde2ee70-876e-455e-89cb-f7346fe525ae,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,10,,,
3454,0309,30388,2,17.3,5.7,6.8,1.3,S,alive,,"stem not sampled, info automatically filled from previous year info",0,0,,,,,,,,,,,,,,,,,,,,ef66f168-1a66-4047-a622-d5ac05ce318b,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,68,,,
3455,0309,30390,2,19.6,11.5,2.3,1.3,J;M,alive,,,0,0,,,,,,,,,,,,,,,,,,,,8e922400-8c35-4706-a048-d1af83f53faf,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,23,,,
3456,0309,30390,3,19.6,11.5,1.9,1.3,J;S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,3c7ff871-dd4a-4af9-b3b2-190a60585e51,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,19,,,
3457,0309,30390,4,19.6,11.5,1.3,1.3,S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,a64cb979-045b-4a94-8c83-8f17e995fa68,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,13,,,
3458,0309,30399,2,11.6,15.2,5.5,1.3,L;S,alive,,"stem not sampled, info automatically filled from previous year info",0,0,,,,,,,,,,,,,,,,,,,,e11cb0ce-75de-43a6-b0f9-9e9da74f5f87,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,55,,,
3459,0309,30399,3,11.6,15.2,1.4,1.3,S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,a5b3880e-9635-4923-b6f6-20cd0c912c14,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,14,,,
3460,0310,30403,2,19.2,7.8,,,DN,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,e96c3c55-f85e-4957-a281-9642e54f3d9e,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
3461,0310,30415,2,19.1,15.6,,,DN,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,797ef3cf-6be7-445b-892e-14575373839b,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
3462,0310,30418,2,12.5,14,1.4,1.3,S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,8e6e3a19-07d0-44b7-9ee6-a368a1bd352c,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,14,,,
3463,0311,30420,2,16,6.4,2,1.3,DS;WR,stem dead,,,0,1,0,DN,,,,,,,,,,,,,,,,,,7b770e5f-461e-40f2-a49e-0695c7d2f993,3/30/2023 4:12:54 PM,shuej21,5/3/2023 6:08:07 PM,shuej21,,20,,,
3464,0311,30420,3,16,6.4,1.8,1.3,S,alive,,,0,1,0,DN,,,,,,,,,,,,,,,,,,c2861fe6-9047-419b-b3aa-3b7139195ad6,3/30/2023 4:12:54 PM,shuej21,5/3/2023 6:08:38 PM,shuej21,,18,,,
3465,0311,30420,4,16,6.4,1.7,1.3,S,alive,,,0,1,0,DN,,,,,,,,,,,,,,,,,,02425882-3308-4b2c-81a6-dec97ad92dea,3/30/2023 4:12:54 PM,shuej21,5/3/2023 6:09:11 PM,shuej21,,17,,,
3466,0311,30420,5,16,6.4,1.5,1.3,S,alive,,,0,1,0,DS,,,,,,,,,,,,,,,,,,f86fb341-c62e-4fad-a422-9ad72ba176f7,3/30/2023 4:12:54 PM,shuej21,5/3/2023 6:04:41 PM,shuej21,,15,,,
3467,0312,30423,2,12.1,4.4,2.5,1.3,S,alive,,,0,1,0,DN,,,,,,,,,,,,,,,,,,26471c79-e1dc-470a-86e3-a7b71e02d5bd,3/30/2023 4:12:54 PM,shuej21,5/3/2023 3:30:34 PM,shuej21,,25,,,
3468,0312,30423,3,12.1,4.4,2.1,1.3,S,alive,,,0,1,0,DN,,CL,,,,,,,,,,,,,,,,e9929079-dde2-4eb6-abfd-d3b7de5cd77d,3/30/2023 4:12:54 PM,shuej21,5/3/2023 3:31:06 PM,shuej21,,21,,,
3469,0312,30423,4,12.1,4.4,1.3,1.3,S,alive,,,0,1,0,DN,,,,,,,,,,,,,,,,,,3cb86066-33ea-466b-97e4-6b505ef90753,3/30/2023 4:12:54 PM,shuej21,5/3/2023 3:31:26 PM,shuej21,,13,,,
3470,0311,30426,2,10.2,1.9,,1.3,DS;WR,stem dead,,,0,1,0,DN,,,,,,,,,,,,,,,,,,e0167198-417b-4506-ad0a-893df1222aae,3/30/2023 4:12:54 PM,shuej21,5/3/2023 3:02:13 PM,shuej21,,,,,
3471,0311,30428,2,15.3,12.2,3.6,1.3,S,alive,,,0,1,42,LI,P,P,,,,,,,,,,,,,,,,739e6d7f-577e-406d-9ece-13b115084126,3/30/2023 4:12:54 PM,shuej21,5/3/2023 7:12:53 PM,shuej21,,36,,,
3472,0311,30428,3,15.3,12.2,4.1,1.3,S,alive,,,0,1,0,DC,,,,,,,,,,,,,,,,,,49baf6ab-b4ea-4212-8cba-e65d29827624,3/30/2023 4:12:54 PM,shuej21,5/3/2023 7:14:42 PM,shuej21,,41,,,
3473,0311,30428,4,15.3,12.2,1.7,1.3,DS;WR,stem dead,,,0,1,0,DN,,,,,,,,,,,,,,,,,,7388c75b-3079-4007-85d6-be38bd7a0ca4,3/30/2023 4:12:54 PM,shuej21,5/3/2023 7:18:46 PM,shuej21,,17,,,
3474,0311,30428,5,15.3,12.2,1.8,1.3,DS;WR,stem dead,,,0,1,0,DN,,,,,,,,,,,,,,,,,,79f5f4cb-9c6c-401b-be05-735643d03823,3/30/2023 4:12:54 PM,shuej21,5/3/2023 7:19:24 PM,shuej21,,18,,,
3475,0311,30428,6,15.3,12.2,3.8,1.3,S,alive,,,0,1,0,DC,,,,,,,,,,,,,,,,,,6f00a65d-47ec-448c-896d-6ab90ceef604,3/30/2023 4:12:54 PM,shuej21,5/3/2023 7:19:52 PM,shuej21,,38,,,
3476,0312,30430,2,10.5,0.6,,1.3,DS;WR,stem dead,,,0,1,0,DN,,,,,,,,,,,,,,,,,,51f142b3-400a-4a16-ab26-88464683b89e,3/30/2023 4:12:54 PM,shuej21,5/8/2023 3:56:23 PM,shuej21,,,,,
3477,0312,30430,3,10.5,0.6,,1.3,DS;WR,stem dead,,,0,1,0,DN,,,,,,,,,,,,,,,,,,799ed5d5-15da-46d9-815f-512fe9660313,3/30/2023 4:12:54 PM,shuej21,5/8/2023 3:56:36 PM,shuej21,,,,,
3478,0312,30430,4,10.5,0.6,2.7,1.3,S,alive,,,0,1,29,LI,,,,,,,,,,,,,,,,,,bbccccaa-02a9-4fdc-9c2f-a5665350bd1f,3/30/2023 4:12:54 PM,shuej21,5/8/2023 3:59:03 PM,shuej21,,27,,,
3479,0312,30430,5,10.5,0.6,2.6,1.3,S,alive,,,0,1,0,DS,,,,,,,,,,,,,,,,,,d618ca49-4839-4ab3-9788-efc9cf71cf35,3/30/2023 4:12:54 PM,shuej21,5/8/2023 3:59:31 PM,shuej21,,26,,,
3480,0312,30430,6,10.5,0.6,1.3,1.3,S,alive,,,0,1,0,DS,,,,,,,,,,,,,,,,,,1bf79fd9-41e1-48f3-84bc-1845e181ec97,3/30/2023 4:12:54 PM,shuej21,5/8/2023 4:01:21 PM,shuej21,,13,,,
3481,0312,30430,7,10.5,0.6,2.9,1.3,S,alive,,,0,1,0,DS,,,,,,,,,,,,,,,,,,3c00becf-e0ca-4427-a589-e416da653feb,3/30/2023 4:12:54 PM,shuej21,5/8/2023 4:01:44 PM,shuej21,,29,,,
3482,0312,30430,8,10.5,0.6,1.5,1.3,S,alive,,,0,1,0,DN,,,,,,,,,,,,,,,,,,f90f49f6-5c19-44b9-8265-7fc96595f15a,3/30/2023 4:12:54 PM,shuej21,5/8/2023 4:04:16 PM,shuej21,,15,,,
3483,0312,30430,9,10.5,0.6,1.4,1.3,S,alive,,,0,1,0,DN,,,,,,,,,,,,,,,,,,951954a7-882b-4bce-8d5d-63bf223457d3,3/30/2023 4:12:54 PM,shuej21,5/8/2023 4:04:41 PM,shuej21,,14,,,
3484,0312,30431,2,8.3,3.1,,,DC;WR,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,9986901c-9564-40f5-9bdd-3133995a9bb4,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
3485,0312,30434,2,18.8,14.1,,,DN,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,dc402bbe-9719-4d10-9d3a-abd0379dea86,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
3486,0312,30434,3,18.8,14.1,,,DN,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,be7c980c-2a87-492a-bcbc-5e53677a0ce5,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
3487,0312,30442,2,11.7,13.9,7.3,1.3,S,alive,,"stem not sampled, info automatically filled from previous year info",0,1,82,LI,,,,,,,,,,,,,,,,,,13ef98c2-d988-4ab3-aac3-624da26ae6ac,3/30/2023 4:12:54 PM,shuej21,5/8/2023 2:50:52 PM,shuej21,,73,,,
3488,0312,30442,3,11.7,13.9,1.4,1.3,S,alive,,,0,1,21,LI,,,,,,,,,,,,,,,,,,d8144017-8a12-492c-8145-cdfae6e53140,3/30/2023 4:12:54 PM,shuej21,5/8/2023 2:52:37 PM,shuej21,,14,,,
3489,0312,30442,4,11.7,13.9,2,1.3,S,alive,,,0,1,0,DS,,,,,,,,,,,,,,,,,,6ed66260-0249-427b-a91a-3a8d433b98b0,3/30/2023 4:12:54 PM,shuej21,5/8/2023 2:53:26 PM,shuej21,,20,,,
3490,0313,30451,2,19,7,2.3,1.3,S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,02d795a5-1677-4c6a-ae0c-836f76c9b97f,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,23,,,
3491,0314,30470,2,14.4,3.6,2.5,1.3,S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,2259e9c2-cfb9-4c14-9a2f-adf59dd59448,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,25,,,
3492,0314,30472,2,15.4,7.3,2,1.3,S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,64722bcb-91ac-4e82-a2e6-c15922398f93,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,20,,,
3493,0313,30506,2,1.2,8,,,DN,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,08aa33d4-ceac-4198-a1c4-dbdb49e202c1,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
3494,0313,30508,2,4.6,6.7,,,DS;WR,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,47b72a86-0c9b-4ad1-abf5-81f589903d43,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
3495,0313,30508,3,4.6,6.7,3,1.3,M,alive,,,0,0,,,,,,,,,,,,,,,,,,,,ce164cbe-c9d1-4bdc-8138-4aca32949d5c,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,30,,,
3496,0313,30508,4,4.6,6.7,2.7,1.3,S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,3254059f-1be0-4720-b718-e3c215db70e3,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,27,,,
3497,0313,30508,5,4.6,6.7,2.1,1.3,J;S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,59b4d700-405a-466c-88ef-43ce1e0eee6b,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,21,,,
3498,0313,30508,6,4.6,6.7,2.1,1.3,J;S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,13d9a8d7-7b6b-4ac3-8033-000f3656b515,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,21,,,
3499,0313,30508,7,4.6,6.7,1.8,1.3,J;S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,d5dc59c1-54c0-4064-8912-c17a97310e38,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,18,,,
3500,0314,30536,2,16,17.8,3,1.3,S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,1a750c11-a45f-4a2b-87e7-664ff5dfd89f,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,30,,,
3501,0315,30555,2,12,9.5,4.9,1.3,S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,caf75b8d-4ff2-4d94-b987-dc4a2bdb6a35,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,49,,,
3502,0315,30560,2,6.7,15.3,38.4,1.3,S,alive,DS,,1,0,,,,,,,,,,,,,,,,,,,,35b486d3-dd1a-4b9d-b926-92b4c39b33ec,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,384,,,
3503,0309,30594,2,7.6,2.9,6.6,1.3,S,alive,,"stem not sampled, info automatically filled from previous year info",0,0,,,,,,,,,,,,,,,,,,,,e1894023-d850-4321-8b4b-c1273e1504ae,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,66,,,
3504,0315,30602,2,15.2,19.2,,,DN,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,0243f240-d0bb-4461-9dfb-af13c6c4fa68,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
3505,0316,30612,2,20,10,2.5,1.3,P;S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,2a2c5374-b64b-4d7e-bf78-78b768186ee5,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,25,,,
3506,0316,30612,3,20,10,1.6,1.3,S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,0b8cceb1-eab6-4914-9d1c-9d05e2eba7ab,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,16,,,
3507,0316,30614,2,14,5.2,7.3,1.3,M,alive,,"stem not sampled, info automatically filled from previous year info",0,0,,,,,,,,,,,,,,,,,,,,874ca702-8912-4fa5-8474-644ee12a5aad,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,73,,,
3508,0317,32006,2,9.8,5.2,3.1,1.3,S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,60892d44-dfc7-43c9-8314-98e81094fdc8,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,31,,,
3509,0317,32006,3,9.8,5.2,2.7,1.3,S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,38be55ef-4c27-4c43-93be-b350a493e7fa,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,27,,,
3510,0317,32008,2,8.4,6.5,1.2,1.3,S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,dff3d7cf-610c-4e41-9c29-799bb8f109a9,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,12,,,
3511,0317,32010,2,9.5,8.1,3.3,1.3,S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,623024a7-aedd-4d91-a11e-e312d456d895,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,33,,,
3512,0317,32017,2,13.5,1.3,3.2,0,S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,e4a80cf4-7de1-4c18-a7db-b1a3fff10cf5,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,32,,,
3513,0317,32017,3,13.5,1.3,1.6,1.3,S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,0a0a8086-400c-4f21-b8d4-85ce9e10e98c,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,16,,,
3514,0317,32022,2,14,8.1,6.7,1.3,M,alive,,"stem not sampled, info automatically filled from previous year info",0,0,,,,,,,,,,,,,,,,,,,,f190be3b-a5b1-4fd7-9f0c-08a81b4d101c,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,67,,,
3515,0317,32024,2,12.2,3.9,,,DC,stem dead,,"stem not sampled, info automatically filled from previous year info",0,0,,,,,,,,,,,,,,,,,,,,da3bd4b5-81f5-41f9-b4a5-672c2d09e031,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
3516,0317,32025,2,17.5,10,53.3,1.3,S,alive,DS,,1,0,,,,,,,,,,,,,,,,,,,,fa61104e-b79b-4324-a030-ada87aa5633c,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,533,,,
3517,0317,32027,2,15.3,15,1.1,1.3,S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,7e3ff24b-46b7-4a1b-951b-2c2608df41d1,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,11,,,
3518,0317,32028,2,17.3,17.2,,,DN,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,b7ccd4cd-4d65-4b53-8c31-4419a56230bb,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
3519,0317,32028,3,17.3,17.2,,,DN,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,102e009b-25d5-432a-a8e8-43508b83a33d,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
3520,0317,32029,2,14.5,18.6,,,DS,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,49c4f07d-fece-4498-b0c9-fa15ed4c2eea,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
3521,0317,32031,2,13.9,15.7,12.4,1.3,M,alive,A,,1,0,,,,,,,,,,,,,,,,,,,,fc316b33-10b2-4062-bf6b-c3bc5fbed333,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,124,,,
